"ID","lista_anterior","familia","especie","categoria","componente"
3123,"sim","Velloziaceae","Vellozia lilacina","EN","Flora"
3124,"sim","Velloziaceae","Vellozia metzgerae","EN","Flora"
3125,"sim","Velloziaceae","Vellozia nuda","EN","Flora"
3126,"sim","Velloziaceae","Vellozia patens","EN","Flora"
3127,"sim","Velloziaceae","Vellozia piresiana","EN","Flora"
3128,"sim","Velloziaceae","Vellozia pulchra","EN","Flora"
3129,"sim","Velloziaceae","Vellozia sessilis","EN","Flora"
3130,"sim","Velloziaceae","Vellozia streptophylla","EN","Flora"
3131,"sim","Velloziaceae","Vellozia subalata","EN","Flora"
3132,"nao","Verbenaceae","Aloysia cordata","EN","Flora"
3133,"sim","Verbenaceae","Aloysia hatschbachii","EN","Flora"
3134,"sim","Verbenaceae","Lippia bradei","VU","Flora"
3135,"sim","Verbenaceae","Lippia bromleyana","EN","Flora"
3136,"sim","Verbenaceae","Lippia elliptica","VU","Flora"
3137,"sim","Verbenaceae","Lippia insignis","VU","Flora"
3138,"sim","Verbenaceae","Lippia morii","EN","Flora"
3139,"sim","Verbenaceae","Lippia pumila","EN","Flora"
3140,"sim","Verbenaceae","Lippia rhodocnemis","EN","Flora"
3141,"sim","Verbenaceae","Recordia reitzii","VU","Flora"
3142,"sim","Verbenaceae","Stachytarpheta almasensis","EN","Flora"
3143,"sim","Verbenaceae","Stachytarpheta procumbens","EN","Flora"
3144,"sim","Verbenaceae","Stachytarpheta radlkoferiana","VU","Flora"
3145,"sim","Violaceae","Hybanthus albus","CR","Flora"
3146,"sim","Violaceae","Pombalia strigoides","EN","Flora"
3147,"nao","Violaceae","Rinorea laevigata","EN","Flora"
3148,"sim","Violaceae","Rinorea longistipulata","EN","Flora"
3149,"sim","Violaceae","Rinorea ramiziana","EN","Flora"
