"ID","lista_anterior","ordem","familia","especie","categoria","componente","grupo"
271,"sim","Cyprinodontiformes","Rivulidae","Melanorivulus scalaris","EN","Fauna","Peixes"
272,"sim","Cyprinodontiformes","Rivulidae","Melanorivulus ubirajarai","VU","Fauna","Peixes"
273,"sim","Cyprinodontiformes","Rivulidae","Melanorivulus vittatus","EN","Fauna","Peixes"
274,"sim","Cyprinodontiformes","Rivulidae","Moema piriana","CR (PEX)","Fauna","Peixes"
275,"sim","Cyprinodontiformes","Rivulidae","Nematolebias catimbau","CR","Fauna","Peixes"
276,"sim","Cyprinodontiformes","Rivulidae","Nematolebias papilliferus","CR","Fauna","Peixes"
277,"sim","Cyprinodontiformes","Rivulidae","Nematolebias whitei","CR","Fauna","Peixes"
278,"sim","Cyprinodontiformes","Rivulidae","Notholebias cruzi","CR","Fauna","Peixes"
279,"sim","Cyprinodontiformes","Rivulidae","Notholebias fractifasciatus","CR","Fauna","Peixes"
280,"sim","Cyprinodontiformes","Rivulidae","Notholebias minimus","EN","Fauna","Peixes"
281,"sim","Cyprinodontiformes","Rivulidae","Notholebias vermiculatus","CR","Fauna","Peixes"
282,"sim","Cyprinodontiformes","Rivulidae","Ophthalmolebias bokermanni","CR","Fauna","Peixes"
283,"sim","Cyprinodontiformes","Rivulidae","Ophthalmolebias constanciae","CR","Fauna","Peixes"
284,"sim","Cyprinodontiformes","Rivulidae","Ophthalmolebias ilheusensis","EN","Fauna","Peixes"
285,"sim","Cyprinodontiformes","Rivulidae","Ophthalmolebias perpendicularis","CR","Fauna","Peixes"
286,"sim","Cyprinodontiformes","Rivulidae","Ophthalmolebias rosaceus","CR","Fauna","Peixes"
287,"sim","Cyprinodontiformes","Rivulidae","Ophthalmolebias suzarti","VU","Fauna","Peixes"
288,"sim","Cyprinodontiformes","Rivulidae","Pituna brevirostrata","CR","Fauna","Peixes"
289,"sim","Cyprinodontiformes","Rivulidae","Pituna xinguensis","CR","Fauna","Peixes"
290,"sim","Cyprinodontiformes","Rivulidae","Plesiolebias canabravensis","VU","Fauna","Peixes"
291,"sim","Cyprinodontiformes","Rivulidae","Plesiolebias xavantei","EN","Fauna","Peixes"
292,"sim","Cyprinodontiformes","Rivulidae","Simpsonichthys boitonei","CR","Fauna","Peixes"
293,"sim","Cyprinodontiformes","Rivulidae","Simpsonichthys cholopteryx","EN","Fauna","Peixes"
294,"nao","Cyprinodontiformes","Rivulidae","Simpsonichthys espinhacensis","EN","Fauna","Peixes"
295,"sim","Cyprinodontiformes","Rivulidae","Simpsonichthys nigromaculatus","VU","Fauna","Peixes"
296,"sim","Cyprinodontiformes","Rivulidae","Simpsonichthys parallelus","EN","Fauna","Peixes"
297,"sim","Cyprinodontiformes","Rivulidae","Simpsonichthys punctulatus","CR","Fauna","Peixes"
298,"sim","Cyprinodontiformes","Rivulidae","Simpsonichthys santanae","EN","Fauna","Peixes"
299,"sim","Cyprinodontiformes","Rivulidae","Simpsonichthys zonatus","CR (PEX)","Fauna","Peixes"
300,"sim","Cyprinodontiformes","Rivulidae","Spectrolebias reticulatus","CR","Fauna","Peixes"
301,"sim","Cyprinodontiformes","Rivulidae","Trigonectes strigabundus","EN","Fauna","Peixes"
302,"sim","Cyprinodontiformes","Rivulidae","Xenurolebias myersi","EN","Fauna","Peixes"
303,"sim","Elopiformes","Megalopidae","Megalops atlanticus","VU","Fauna","Peixes"
304,"sim","Gymnotiformes","Apteronotidae","Sternarchella curvioperculata","EN","Fauna","Peixes"
305,"sim","Gymnotiformes","Apteronotidae","Sternarchogiton zuanoni","EN","Fauna","Peixes"
306,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus britskii","EN","Fauna","Peixes"
307,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus caboclo","VU","Fauna","Peixes"
308,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus higuchii","CR","Fauna","Peixes"
309,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus inpai","VU","Fauna","Peixes"
310,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus jaimei","CR","Fauna","Peixes"
311,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus kokraimoro","EN","Fauna","Peixes"
312,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus mareikeae","VU","Fauna","Peixes"
313,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus severii","VU","Fauna","Peixes"
314,"sim","Gymnotiformes","Apteronotidae","Sternarchorhynchus villasboasi","EN","Fauna","Peixes"
315,"sim","Gymnotiformes","Apteronotidae","Tembeassu marauna","CR","Fauna","Peixes"
316,"nao","Gymnotiformes","Sternopygidae","Archolaemus ferreirai","VU","Fauna","Peixes"
317,"nao","Gymnotiformes","Sternopygidae","Archolaemus santosi","VU","Fauna","Peixes"
318,"sim","Gymnotiformes","Sternopygidae","Eigenmannia vicentespelaea","VU","Fauna","Peixes"
319,"sim","Hexanchiformes","Hexanchidae","Notorynchus cepedianus","CR","Fauna","Peixes"
320,"sim","Lamniformes","Alopiidae","Alopias superciliosus","EN","Fauna","Peixes"
321,"sim","Lamniformes","Alopiidae","Alopias vulpinus","CR","Fauna","Peixes"
322,"sim","Lamniformes","Cetorhinidae","Cetorhinus maximus","CR","Fauna","Peixes"
323,"sim","Lamniformes","Lamnidae","Carcharodon carcharias","VU","Fauna","Peixes"
324,"sim","Lamniformes","Odontaspididae","Carcharias taurus","CR","Fauna","Peixes"
325,"sim","Ophidiiformes","Ophidiidae","Ophidion holbrookii","CR","Fauna","Peixes"
326,"nao","Ophidiiformes","Ophidiidae","Otophidium chickcharney","CR (PEX)","Fauna","Peixes"
327,"sim","Orectolobiformes","Ginglymostomatidae","Ginglymostoma cirratum","VU","Fauna","Peixes"
328,"sim","Orectolobiformes","Rhincodontidae","Rhincodon typus","VU","Fauna","Peixes"
329,"sim","Perciformes","Chaetodontidae","Prognathodes obliquus","VU","Fauna","Peixes"
330,"sim","Perciformes","Cichlidae","Crenicichla cyclostoma","CR","Fauna","Peixes"
331,"sim","Perciformes","Cichlidae","Crenicichla empheres","VU","Fauna","Peixes"
332,"sim","Perciformes","Cichlidae","Crenicichla hadrostigma","VU","Fauna","Peixes"
333,"sim","Perciformes","Cichlidae","Crenicichla heckeli","VU","Fauna","Peixes"
334,"sim","Perciformes","Cichlidae","Crenicichla jegui","EN","Fauna","Peixes"
335,"sim","Perciformes","Cichlidae","Crenicichla jupiaensis","EN","Fauna","Peixes"
336,"sim","Perciformes","Cichlidae","Crenicichla urosema","EN","Fauna","Peixes"
337,"sim","Perciformes","Cichlidae","Teleocichla centisquama","EN","Fauna","Peixes"
338,"sim","Perciformes","Cichlidae","Teleocichla cinderella","EN","Fauna","Peixes"
339,"sim","Perciformes","Cichlidae","Teleocichla prionogenys","VU","Fauna","Peixes"
340,"sim","Perciformes","Cichlidae","Teleocichla wajapi","EN","Fauna","Peixes"
341,"sim","Perciformes","Epinephelidae","Epinephelus itajara","CR","Fauna","Peixes"
342,"sim","Perciformes","Epinephelidae","Epinephelus marginatus","VU","Fauna","Peixes"
343,"sim","Perciformes","Epinephelidae","Epinephelus morio","VU","Fauna","Peixes"
344,"sim","Perciformes","Gobiidae","Elacatinus figaro","VU","Fauna","Peixes"
345,"sim","Perciformes","Istiophoridae","Kajikia albida","VU","Fauna","Peixes"
346,"sim","Perciformes","Istiophoridae","Makaira nigricans","EN","Fauna","Peixes"
347,"sim","Perciformes","Labridae","Halichoeres rubrovirens","VU","Fauna","Peixes"
348,"sim","Perciformes","Labrisomidae","Malacoctenus brunoi","VU","Fauna","Peixes"
349,"sim","Perciformes","Lutjanidae","Lutjanus cyanopterus","VU","Fauna","Peixes"
350,"sim","Perciformes","Lutjanidae","Lutjanus purpureus","VU","Fauna","Peixes"
351,"sim","Perciformes","Malacanthidae","Lopholatilus villarii","VU","Fauna","Peixes"
352,"sim","Perciformes","Microdesmidae","Cerdale fasciata","EN","Fauna","Peixes"
353,"sim","Perciformes","Polyprionidae","Polyprion americanus","CR","Fauna","Peixes"
354,"sim","Perciformes","Pomacentridae","Microspathodon chrysurus","VU","Fauna","Peixes"
355,"sim","Perciformes","Pomacentridae","Stegastes rocasensis","VU","Fauna","Peixes"
356,"sim","Perciformes","Pomacentridae","Stegastes sanctipauli","VU","Fauna","Peixes"
357,"sim","Perciformes","Pomacentridae","Stegastes trindadensis","VU","Fauna","Peixes"
358,"sim","Perciformes","Scaridae","Scarus trispinosus","EN","Fauna","Peixes"
359,"sim","Perciformes","Scaridae","Scarus zelindae","VU","Fauna","Peixes"
360,"sim","Perciformes","Scaridae","Sparisoma axillare","VU","Fauna","Peixes"
361,"sim","Perciformes","Scaridae","Sparisoma frondosum","VU","Fauna","Peixes"
362,"sim","Perciformes","Scaridae","Sparisoma rocha","VU","Fauna","Peixes"
363,"sim","Perciformes","Sciaenidae","Pogonias cromis","EN","Fauna","Peixes"
364,"sim","Perciformes","Scombridae","Thunnus thynnus","EN","Fauna","Peixes"
365,"sim","Perciformes","Serranidae","Choranthias salmopunctatus","VU","Fauna","Peixes"
366,"sim","Perciformes","Serranidae","Hyporthodus nigritus","EN","Fauna","Peixes"
367,"sim","Perciformes","Serranidae","Hyporthodus niveatus","VU","Fauna","Peixes"
368,"sim","Perciformes","Serranidae","Mycteroperca bonaci","VU","Fauna","Peixes"
369,"sim","Perciformes","Serranidae","Mycteroperca interstitialis","VU","Fauna","Peixes"
370,"sim","Perciformes","Tripterygiidae","Enneanectes smithi","VU","Fauna","Peixes"
371,"sim","Pleuronectiformes","Achiridae","Achirus mucuri","VU","Fauna","Peixes"
372,"sim","Pristiformes","Pristidae","Pristis pectinata","CR (PEX)","Fauna","Peixes"
373,"sim","Pristiformes","Pristidae","Pristis pristis","CR","Fauna","Peixes"
374,"sim","Rajiformes","Dasyatidae","Bathytoshia centroura","CR","Fauna","Peixes"
375,"sim","Rajiformes","Dasyatidae","Fontitrygon colarensis","VU","Fauna","Peixes"
376,"nao","Rajiformes","Dasyatidae","Hypanus americanus","VU","Fauna","Peixes"
377,"nao","Rajiformes","Dasyatidae","Hypanus marianae","VU","Fauna","Peixes"
378,"sim","Rajiformes","Gymnuridae","Gymnura altavela","CR","Fauna","Peixes"
379,"sim","Rajiformes","Myliobatidae","Manta birostris","VU","Fauna","Peixes"
380,"sim","Rajiformes","Myliobatidae","Mobula mobular","VU","Fauna","Peixes"
381,"sim","Rajiformes","Myliobatidae","Mobula tarapacana","VU","Fauna","Peixes"
382,"sim","Rajiformes","Myliobatidae","Mobula thurstoni","VU","Fauna","Peixes"
383,"sim","Rajiformes","Myliobatidae","Myliobatis freminvillei","EN","Fauna","Peixes"
384,"sim","Rajiformes","Myliobatidae","Myliobatis goodei","CR","Fauna","Peixes"
385,"sim","Rajiformes","Myliobatidae","Myliobatis ridens","CR","Fauna","Peixes"
386,"sim","Rajiformes","Myliobatidae","Rhinoptera brasiliensis","CR","Fauna","Peixes"
387,"sim","Rajiformes","Potamotrygonidae","Paratrygon aiereba","CR","Fauna","Peixes"
388,"sim","Rajiformes","Rajidae","Atlantoraja castelnaui","EN","Fauna","Peixes"
389,"nao","Rajiformes","Rajidae","Atlantoraja cyclophora","VU","Fauna","Peixes"
390,"sim","Rajiformes","Rajidae","Rioraja agassizii","VU","Fauna","Peixes"
391,"sim","Rajiformes","Rajidae","Sympterygia acuta","EN","Fauna","Peixes"
392,"sim","Rajiformes","Rajidae","Sympterygia bonapartii","EN","Fauna","Peixes"
393,"sim","Rajiformes","Rhinobatidae","Pseudobatos horkelii","CR","Fauna","Peixes"
394,"nao","Rajiformes","Rhinobatidae","Pseudobatos percellens","VU","Fauna","Peixes"
395,"sim","Rajiformes","Rhinobatidae","Zapteryx brevirostris","VU","Fauna","Peixes"
396,"nao","Rajiformes","Urolophidae","Urotrygon microphthalmum","VU","Fauna","Peixes"
397,"sim","Scorpaeniformes","Scorpaenidae","Scorpaenodes insularis","VU","Fauna","Peixes"
398,"sim","Siluriformes","Ariidae","Genidens barbus","EN","Fauna","Peixes"
399,"sim","Siluriformes","Ariidae","Genidens planifrons","CR","Fauna","Peixes"
400,"sim","Siluriformes","Ariidae","Paragenidens grandoculis","CR","Fauna","Peixes"
401,"sim","Siluriformes","Ariidae","Sciades parkeri","VU","Fauna","Peixes"
402,"sim","Siluriformes","Callichthyidae","Corydoras lacerdai","EN","Fauna","Peixes"
403,"sim","Siluriformes","Callichthyidae","Scleromystax macropterus","EN","Fauna","Peixes"
404,"sim","Siluriformes","Doradidae","Kalyptodoras bahiensis","EN","Fauna","Peixes"
405,"sim","Siluriformes","Doradidae","Rhynchodoras xingui","EN","Fauna","Peixes"
406,"sim","Siluriformes","Heptapteridae","Chasmocranus brachynemus","EN","Fauna","Peixes"
407,"sim","Siluriformes","Heptapteridae","Heptapterus multiradiatus","CR (PEX)","Fauna","Peixes"
408,"sim","Siluriformes","Heptapteridae","Pimelodella kronei","EN","Fauna","Peixes"
409,"sim","Siluriformes","Heptapteridae","Pimelodella spelaea","EN","Fauna","Peixes"
410,"sim","Siluriformes","Heptapteridae","Rhamdia jequitinhonha","VU","Fauna","Peixes"
411,"sim","Siluriformes","Heptapteridae","Rhamdiopsis krugi","VU","Fauna","Peixes"
412,"sim","Siluriformes","Heptapteridae","Taunayia bifasciata","VU","Fauna","Peixes"
413,"sim","Siluriformes","Loricariidae","Ancistrus cryptophthalmus","EN","Fauna","Peixes"
414,"sim","Siluriformes","Loricariidae","Ancistrus formoso","VU","Fauna","Peixes"
415,"sim","Siluriformes","Loricariidae","Ancistrus minutus","EN","Fauna","Peixes"
416,"sim","Siluriformes","Loricariidae","Baryancistrus longipinnis","CR","Fauna","Peixes"
417,"sim","Siluriformes","Loricariidae","Baryancistrus niveatus","CR","Fauna","Peixes"
418,"sim","Siluriformes","Loricariidae","Delturus parahybae","CR","Fauna","Peixes"
419,"sim","Siluriformes","Loricariidae","Harttia depressa","EN","Fauna","Peixes"
420,"sim","Siluriformes","Loricariidae","Harttia dissidens","VU","Fauna","Peixes"
421,"nao","Siluriformes","Loricariidae","Harttia panara","VU","Fauna","Peixes"
422,"nao","Siluriformes","Loricariidae","Harttia villasboas","VU","Fauna","Peixes"
423,"sim","Siluriformes","Loricariidae","Hemiancistrus megalopteryx","EN","Fauna","Peixes"
424,"sim","Siluriformes","Loricariidae","Hypancistrus zebra","CR","Fauna","Peixes"
425,"nao","Siluriformes","Loricariidae","Hypostomus subcarinatus","CR","Fauna","Peixes"
426,"sim","Siluriformes","Loricariidae","Isbrueckerichthys saxicola","EN","Fauna","Peixes"
427,"sim","Siluriformes","Loricariidae","Leporacanthicus joselimai","VU","Fauna","Peixes"
428,"sim","Siluriformes","Loricariidae","Lithoxus lithoides","VU","Fauna","Peixes"
429,"sim","Siluriformes","Loricariidae","Loricaria coximensis","CR","Fauna","Peixes"
430,"sim","Siluriformes","Loricariidae","Microlepidogaster perforatus","CR","Fauna","Peixes"
431,"sim","Siluriformes","Loricariidae","Neoplecostomus botucatu","VU","Fauna","Peixes"
432,"sim","Siluriformes","Loricariidae","Otothyris juquiae","CR","Fauna","Peixes"
433,"sim","Siluriformes","Loricariidae","Parancistrus nudiventris","EN","Fauna","Peixes"
434,"sim","Siluriformes","Loricariidae","Pareiorhaphis nasuta","CR","Fauna","Peixes"
435,"sim","Siluriformes","Loricariidae","Pareiorhaphis scutula","EN","Fauna","Peixes"
436,"sim","Siluriformes","Loricariidae","Parotocinclus spilurus","EN","Fauna","Peixes"
437,"nao","Siluriformes","Loricariidae","Plesioptopoma curvidens","CR","Fauna","Peixes"
438,"sim","Siluriformes","Loricariidae","Pogonopoma obscurum","EN","Fauna","Peixes"
439,"sim","Siluriformes","Loricariidae","Pogonopoma parahybae","EN","Fauna","Peixes"
440,"sim","Siluriformes","Loricariidae","Pseudotocinclus juquiae","CR","Fauna","Peixes"
441,"sim","Siluriformes","Loricariidae","Pseudotocinclus tietensis","EN","Fauna","Peixes"
442,"sim","Siluriformes","Loricariidae","Scobinancistrus aureatus","VU","Fauna","Peixes"
443,"sim","Siluriformes","Loricariidae","Scobinancistrus pariolispos","VU","Fauna","Peixes"
444,"sim","Siluriformes","Pimelodidae","Aguarunichthys tocantinsensis","EN","Fauna","Peixes"
445,"sim","Siluriformes","Pimelodidae","Conorhynchos conirostris","EN","Fauna","Peixes"
446,"sim","Siluriformes","Pimelodidae","Pimelodus joannis","VU","Fauna","Peixes"
447,"sim","Siluriformes","Pimelodidae","Pimelodus stewartii","VU","Fauna","Peixes"
448,"nao","Siluriformes","Pimelodidae","Pseudoplatystoma corruscans","VU","Fauna","Peixes"
449,"sim","Siluriformes","Pimelodidae","Steindachneridion amblyurum","CR","Fauna","Peixes"
450,"sim","Siluriformes","Pimelodidae","Steindachneridion doceanum","CR","Fauna","Peixes"
451,"sim","Siluriformes","Pimelodidae","Steindachneridion melanodermatum","EN","Fauna","Peixes"
452,"sim","Siluriformes","Pimelodidae","Steindachneridion parahybae","EN","Fauna","Peixes"
453,"sim","Siluriformes","Pimelodidae","Steindachneridion scriptum","EN","Fauna","Peixes"
454,"sim","Siluriformes","Pseudopimelodidae","Lophiosilurus alexandri","VU","Fauna","Peixes"
455,"nao","Siluriformes","Pseudopimelodidae","Microglanis maculatus","CR","Fauna","Peixes"
456,"sim","Siluriformes","Pseudopimelodidae","Microglanis robustus","CR","Fauna","Peixes"
457,"sim","Siluriformes","Trichomycteridae","Cambeva crassicaudata","EN","Fauna","Peixes"
458,"sim","Siluriformes","Trichomycteridae","Cambeva igobi","VU","Fauna","Peixes"
459,"sim","Siluriformes","Trichomycteridae","Cambeva mboycy","EN","Fauna","Peixes"
460,"sim","Siluriformes","Trichomycteridae","Cambeva paolence","EN","Fauna","Peixes"
461,"sim","Siluriformes","Trichomycteridae","Cambeva papillifera","EN","Fauna","Peixes"
462,"nao","Siluriformes","Trichomycteridae","Cambeva pascuali","CR","Fauna","Peixes"
463,"sim","Siluriformes","Trichomycteridae","Cambeva tropeiro","CR","Fauna","Peixes"
464,"sim","Siluriformes","Trichomycteridae","Glaphyropoma spinosum","VU","Fauna","Peixes"
465,"sim","Siluriformes","Trichomycteridae","Ituglanis bambui","CR","Fauna","Peixes"
466,"sim","Siluriformes","Trichomycteridae","Ituglanis cahyensis","EN","Fauna","Peixes"
467,"sim","Siluriformes","Trichomycteridae","Ituglanis epikarsticus","VU","Fauna","Peixes"
468,"sim","Siluriformes","Trichomycteridae","Ituglanis mambai","EN","Fauna","Peixes"
469,"sim","Siluriformes","Trichomycteridae","Ituglanis passensis","VU","Fauna","Peixes"
470,"sim","Siluriformes","Trichomycteridae","Ituglanis ramiroi","VU","Fauna","Peixes"
471,"sim","Siluriformes","Trichomycteridae","Listrura camposi","CR","Fauna","Peixes"
472,"sim","Siluriformes","Trichomycteridae","Listrura nematopteryx","CR","Fauna","Peixes"
473,"sim","Siluriformes","Trichomycteridae","Microcambeva draco","EN","Fauna","Peixes"
474,"sim","Siluriformes","Trichomycteridae","Trichogenes claviger","CR","Fauna","Peixes"
475,"sim","Siluriformes","Trichomycteridae","Trichomycterus dali","VU","Fauna","Peixes"
476,"sim","Siluriformes","Trichomycteridae","Trichomycterus itacarambiensis","CR","Fauna","Peixes"
477,"sim","Siluriformes","Trichomycteridae","Trichomycterus rubbioli","VU","Fauna","Peixes"
478,"sim","Siluriformes","Trichomycteridae","Trichomycterus triguttatus","CR","Fauna","Peixes"
479,"sim","Squatiniformes","Squatinidae","Squatina argentina","CR","Fauna","Peixes"
480,"sim","Squatiniformes","Squatinidae","Squatina guggenheim","CR","Fauna","Peixes"
481,"sim","Squatiniformes","Squatinidae","Squatina occulta","CR","Fauna","Peixes"
482,"sim","Syngnathiformes","Syngnathidae","Hippocampus erectus","VU","Fauna","Peixes"
483,"sim","Syngnathiformes","Syngnathidae","Hippocampus patagonicus","VU","Fauna","Peixes"
484,"sim","Syngnathiformes","Syngnathidae","Hippocampus reidi","VU","Fauna","Peixes"
485,"nao","Torpediniformes","Narcinidae","Narcine brasiliensis","VU","Fauna","Peixes"
1,"","Anura","Hylidae","Boana cymbalum","EX",NA,"Anfibios"
2,"*","Anura","Phyllomedusidae","Phrynomedusa fimbriata","EX",NA,"Anfibios"
3,"*","Charadriiformes","Scolopacidae","Numenius borealis","RE",NA,"Aves"
4,"*","Passeriformes","Furnariidae","Cichlocolaptes mazarbarnetti","EX",NA,"Aves"
5,"*","Passeriformes","Furnariidae","Philydor novaesi","EX",NA,"Aves"
6,"*","Passeriformes","Icteridae","Leistes defilippii","RE",NA,"Aves"
7,"*","Psittaciformes","Psittacidae","Anodorhynchus glaucus","RE",NA,"Aves"
8,"*","Strigiformes","Strigidae","Glaucidium mooreorum","EX",NA,"Aves"
9,"*","Rodentia","Cricetidae","Noronhomys vespuccii","EX",NA,"Mamiferos"
