"ID","lista_anterior","familia","especie","categoria"
2142,"sim","Moraceae","Dorstenia conceptionis","EN"
2143,"nao","Moraceae","Dorstenia fischeri","VU"
2144,"sim","Moraceae","Dorstenia hildegardis","CR"
2145,"nao","Moraceae","Ficus bonijesulapensis","EN"
2146,"nao","Moraceae","Ficus carautana","EN"
2147,"nao","Moraceae","Ficus diamantina","EN"
2148,"nao","Moraceae","Ficus duartei","EN"
2149,"nao","Moraceae","Ficus hatschbachii","VU"
2150,"nao","Moraceae","Ficus holosericea","EN"
2151,"nao","Moraceae","Ficus latipedunculata","CR"
2152,"nao","Moraceae","Ficus laureola","VU"
2153,"sim","Moraceae","Maclura brasiliensis","EN"
2154,"nao","Moraceae","Sorocea carautana","EN"
2155,"nao","Moraceae","Sorocea longipedicellata","CR"
2156,"sim","Myristicaceae","Iryanthera campinae","VU"
2157,"nao","Myristicaceae","Iryanthera dialyandra","VU"
2158,"sim","Myristicaceae","Virola bicuhyba","EN"
2159,"nao","Myristicaceae","Virola crebrinervia","EN"
2160,"nao","Myristicaceae","Virola guggenheimii","EN"
2161,"nao","Myristicaceae","Virola malmei","VU"
2162,"sim","Myristicaceae","Virola parvifolia","VU"
2163,"sim","Myristicaceae","Virola surinamensis","VU"
2164,"nao","Myristicaceae","Virola urbaniana","VU"
2165,"sim","Myrtaceae","Accara elegans","EN"
2166,"sim","Myrtaceae","Calycolpus legrandii","VU"
2167,"nao","Myrtaceae","Campomanesia anemonea","VU"
2168,"nao","Myrtaceae","Campomanesia blanchetiana","CR"
2169,"nao","Myrtaceae","Campomanesia costata","EN"
2170,"sim","Myrtaceae","Campomanesia espiritosantensis","EN"
2171,"sim","Myrtaceae","Campomanesia hirsuta","EN"
2172,"sim","Myrtaceae","Campomanesia macrobracteolata","EN"
2173,"nao","Myrtaceae","Campomanesia sepalifolia","CR"
2174,"nao","Myrtaceae","Curitiba prismatica","VU"
2175,"nao","Myrtaceae","Eugenia altissima","EN"
2176,"nao","Myrtaceae","Eugenia amorimii","CR"
2177,"nao","Myrtaceae","Eugenia barrana","CR"
2178,"nao","Myrtaceae","Eugenia belemitana","VU"
2179,"nao","Myrtaceae","Eugenia binata","CR"
2180,"nao","Myrtaceae","Eugenia blanchetiana","EN"
2181,"sim","Myrtaceae","Eugenia blanda","EN"
2182,"nao","Myrtaceae","Eugenia botequimensis","VU"
2183,"nao","Myrtaceae","Eugenia brachysepala","VU"
2184,"sim","Myrtaceae","Eugenia bunchosiifolia","VU"
2185,"nao","Myrtaceae","Eugenia caatingicola","EN"
2186,"nao","Myrtaceae","Eugenia choriophylla","EN"
2187,"nao","Myrtaceae","Eugenia cinerascens","CR"
2188,"nao","Myrtaceae","Eugenia circumdata","CR"
2189,"nao","Myrtaceae","Eugenia corcovadensis","EN"
2190,"nao","Myrtaceae","Eugenia culicina","CR"
2191,"nao","Myrtaceae","Eugenia cymatodes","VU"
2192,"nao","Myrtaceae","Eugenia denigrata","EN"
2193,"sim","Myrtaceae","Eugenia disperma","EN"
2194,"nao","Myrtaceae","Eugenia espinhacensis","EN"
2195,"nao","Myrtaceae","Eugenia farneyi","CR"
2196,"nao","Myrtaceae","Eugenia fissurata","EN"
2197,"nao","Myrtaceae","Eugenia gastropogena","CR"
2198,"nao","Myrtaceae","Eugenia glabrescens","EN"
2199,"nao","Myrtaceae","Eugenia goiapabana","EN"
2200,"sim","Myrtaceae","Eugenia guanabarina","CR"
2201,"nao","Myrtaceae","Eugenia hatschbachii","VU"
2202,"sim","Myrtaceae","Eugenia hermesiana","CR"
2203,"nao","Myrtaceae","Eugenia inversa","EN"
2204,"nao","Myrtaceae","Eugenia ischnosceles","CR"
2205,"sim","Myrtaceae","Eugenia itacarensis","EN"
2206,"nao","Myrtaceae","Eugenia itaguahiensis","EN"
2207,"nao","Myrtaceae","Eugenia itajurensis","EN"
2208,"nao","Myrtaceae","Eugenia janeirensis","EN"
2209,"sim","Myrtaceae","Eugenia joenssonii","EN"
2210,"nao","Myrtaceae","Eugenia lacistema","EN"
2211,"nao","Myrtaceae","Eugenia lagoensis","EN"
2212,"sim","Myrtaceae","Eugenia leonorae","EN"
2213,"nao","Myrtaceae","Eugenia longifolia","EN"
2214,"nao","Myrtaceae","Eugenia longipetiolata","EN"
2215,"nao","Myrtaceae","Eugenia longohypanthiata","EN"
2216,"nao","Myrtaceae","Eugenia macahensis","EN"
2217,"sim","Myrtaceae","Eugenia macrobracteolata","EN"
2218,"sim","Myrtaceae","Eugenia malacantha","VU"
2219,"nao","Myrtaceae","Eugenia marambaiensis","CR"
2220,"sim","Myrtaceae","Eugenia mattosii","EN"
2221,"nao","Myrtaceae","Eugenia membranifolia","VU"
2222,"nao","Myrtaceae","Eugenia mollicoma","CR"
2223,"nao","Myrtaceae","Eugenia moonioides","EN"
2224,"sim","Myrtaceae","Eugenia myrciariifolia","EN"
2225,"nao","Myrtaceae","Eugenia myrobalana","EN"
2226,"nao","Myrtaceae","Eugenia neolaurifolia","EN"
2227,"nao","Myrtaceae","Eugenia neoriedeliana","CR"
2228,"sim","Myrtaceae","Eugenia neotristis","EN"
2229,"nao","Myrtaceae","Eugenia ochracea","EN"
2230,"sim","Myrtaceae","Eugenia pachyclada","EN"
2231,"nao","Myrtaceae","Eugenia pantagensis","VU"
2232,"nao","Myrtaceae","Eugenia percrenata","VU"
2233,"nao","Myrtaceae","Eugenia persicifolia","VU"
2234,"sim","Myrtaceae","Eugenia peruibensis","CR"
2235,"nao","Myrtaceae","Eugenia pithecocephala","CR"
2236,"sim","Myrtaceae","Eugenia pruinosa","EN"
2237,"sim","Myrtaceae","Eugenia pseudomalacantha","EN"
2238,"nao","Myrtaceae","Eugenia pulcherrima","VU"
2239,"nao","Myrtaceae","Eugenia regia","EN"
2240,"sim","Myrtaceae","Eugenia reitziana","EN"
2241,"sim","Myrtaceae","Eugenia rotundicosta","EN"
2242,"nao","Myrtaceae","Eugenia rugosissima","CR"
2243,"nao","Myrtaceae","Eugenia ruschiana","CR"
2244,"nao","Myrtaceae","Eugenia salacifolia","EN"
2245,"sim","Myrtaceae","Eugenia sclerocalyx","VU"
2246,"nao","Myrtaceae","Eugenia sessilifolia","CR"
2247,"nao","Myrtaceae","Eugenia sobraliana","EN"
2248,"nao","Myrtaceae","Eugenia sulcatifolia","EN"
2249,"nao","Myrtaceae","Eugenia tenuipedunculata","VU"
2250,"nao","Myrtaceae","Eugenia theodorae","CR"
2251,"nao","Myrtaceae","Eugenia tumescens","CR"
2252,"nao","Myrtaceae","Eugenia valsuganana","EN"
2253,"sim","Myrtaceae","Eugenia vattimoana","CR"
2254,"sim","Myrtaceae","Eugenia villaenovae","EN"
2255,"nao","Myrtaceae","Eugenia xanthoxyloides","VU"
2256,"nao","Myrtaceae","Myrceugenia bananalensis","CR"
2257,"sim","Myrtaceae","Myrceugenia bracteosa","EN"
2258,"sim","Myrtaceae","Myrceugenia brevipedicellata","EN"
2259,"sim","Myrtaceae","Myrceugenia foveolata","VU"
2260,"sim","Myrtaceae","Myrceugenia franciscensis","VU"
2261,"sim","Myrtaceae","Myrceugenia gertii","EN"
2262,"sim","Myrtaceae","Myrceugenia hamoniana","EN"
2263,"sim","Myrtaceae","Myrceugenia hatschbachii","EN"
2264,"sim","Myrtaceae","Myrceugenia hoehnei","VU"
2265,"sim","Myrtaceae","Myrceugenia kleinii","VU"
2266,"sim","Myrtaceae","Myrcia almasensis","EN"
2267,"nao","Myrtaceae","Myrcia amplexicaulis","EN"
2268,"nao","Myrtaceae","Myrcia carioca","VU"
2269,"nao","Myrtaceae","Myrcia congestiflora","VU"
2270,"nao","Myrtaceae","Myrcia cymatophylla","EN"
2271,"nao","Myrtaceae","Myrcia espiritosantensis","EN"
2272,"sim","Myrtaceae","Myrcia fusiformis","VU"
2273,"sim","Myrtaceae","Myrcia gilsoniana","EN"
2274,"sim","Myrtaceae","Myrcia hexasticha","EN"
2275,"nao","Myrtaceae","Myrcia lughadhae","EN"
2276,"sim","Myrtaceae","Myrcia magnifolia","EN"
2277,"nao","Myrtaceae","Myrcia martiusiana","EN"
2278,"sim","Myrtaceae","Myrcia neocambessedeana","CR"
2279,"sim","Myrtaceae","Myrcia neosericea","EN"
2280,"nao","Myrtaceae","Myrcia pendula","EN"
2281,"sim","Myrtaceae","Myrcia pileata","VU"
2282,"sim","Myrtaceae","Myrcia restingae","EN"
2283,"nao","Myrtaceae","Myrcia reticulata","EN"
2284,"sim","Myrtaceae","Myrcia riodocensis","EN"
2285,"nao","Myrtaceae","Myrcia robusta","CR"
2286,"sim","Myrtaceae","Myrcia rupicola","EN"
2287,"nao","Myrtaceae","Myrcia ruschii","EN"
2288,"sim","Myrtaceae","Myrcia skortzoviana","CR"
2289,"nao","Myrtaceae","Myrcia stictophylla","CR"
2290,"nao","Myrtaceae","Myrcia velutiflora","CR"
2291,"nao","Myrtaceae","Myrcia warmingiana","EN"
2292,"nao","Myrtaceae","Myrciaria alagoana","EN"
2293,"nao","Myrtaceae","Myrciaria evanida","EN"
2294,"nao","Myrtaceae","Myrciaria leucadendron","CR"
2295,"sim","Myrtaceae","Myrciaria plinioides","EN"
2296,"sim","Myrtaceae","Neomitranthes amblymitra","EN"
2297,"sim","Myrtaceae","Neomitranthes cordifolia","EN"
2298,"sim","Myrtaceae","Neomitranthes gracilis","EN"
2299,"sim","Myrtaceae","Neomitranthes obtusa","EN"
2300,"sim","Myrtaceae","Neomitranthes pedicellata","EN"
2301,"nao","Myrtaceae","Neomitranthes pereireana","VU"
2302,"sim","Myrtaceae","Neomitranthes stictophylla","EN"
2303,"sim","Myrtaceae","Plinia callosa","EN"
2304,"nao","Myrtaceae","Plinia cordifolia","VU"
2305,"sim","Myrtaceae","Plinia edulis","VU"
2306,"nao","Myrtaceae","Plinia espinhacensis","EN"
2307,"sim","Myrtaceae","Plinia hatschbachii","EN"
2308,"nao","Myrtaceae","Plinia longiacuminata","CR"
2309,"nao","Myrtaceae","Plinia marqueteana","EN"
2310,"nao","Myrtaceae","Plinia martinellii","EN"
2311,"sim","Myrtaceae","Plinia muricata","EN"
2312,"sim","Myrtaceae","Plinia rara","EN"
2313,"sim","Myrtaceae","Plinia renatiana","EN"
2314,"nao","Myrtaceae","Plinia rogersiana","CR (PEX)"
2315,"nao","Myrtaceae","Plinia spiciflora","EN"
2316,"nao","Myrtaceae","Plinia spiritosantensis","EN"
2317,"nao","Myrtaceae","Psidium araucanum","EN"
2318,"nao","Myrtaceae","Psidium grazielae","EN"
2319,"sim","Myrtaceae","Psidium reptans","EN"
2320,"nao","Myrtaceae","Psidium rotundidiscum","EN"
2321,"nao","Myrtaceae","Psidium sessiliflorum","EN"
2322,"nao","Myrtaceae","Siphoneugena delicata","VU"
2323,"sim","Myrtaceae","Siphoneugena kuhlmannii","VU"
2324,"nao","Myrtaceae","Siphoneugena martinellii","EN"
2325,"nao","Nyctaginaceae","Bougainvillea fasciculata","EN"
2326,"nao","Nyctaginaceae","Neea alumnorum","EN"
2327,"nao","Ochnaceae","Elvasia gigantifolia","VU"
2328,"sim","Ochnaceae","Luxemburgia angustifolia","VU"
2329,"sim","Ochnaceae","Luxemburgia corymbosa","VU"
2330,"sim","Ochnaceae","Luxemburgia flexuosa","VU"
2331,"nao","Ochnaceae","Luxemburgia glazioviana","VU"
2332,"nao","Ochnaceae","Ouratea campos-portoi","EN"
2333,"nao","Ochnaceae","Ouratea cauliflora","VU"
2334,"nao","Ochnaceae","Ouratea chrysopetala","VU"
2335,"nao","Ochnaceae","Ouratea conduplicata","EN"
2336,"nao","Ochnaceae","Ouratea grandifolia","EN"
2337,"sim","Ochnaceae","Ouratea hatschbachii","EN"
2338,"nao","Ochnaceae","Ouratea miersii","EN"
2339,"nao","Ochnaceae","Ouratea pycnostachys","EN"
2340,"nao","Ochnaceae","Ouratea robusta","EN"
2341,"nao","Ochnaceae","Ouratea xerophila","VU"
2342,"sim","Ochnaceae","Sauvagesia nitida","VU"
2343,"nao","Ochnaceae","Wallacea multiflora","EN"
2344,"nao","Olacaceae","Dulacia egleri","EN"
2345,"nao","Olacaceae","Dulacia gardneriana","EN"
2346,"nao","Olacaceae","Dulacia singularis","EN"
2347,"nao","Oleaceae","Chionanthus ferrugineus","EN"
2348,"sim","Oleaceae","Chionanthus fluminensis","CR"
2349,"nao","Oleaceae","Chionanthus micranthus","EN"
2350,"nao","Oleaceae","Chionanthus parviflorus","EN"
2351,"sim","Oleaceae","Chionanthus subsessilis","EN"
2352,"nao","Oleaceae","Priogymnanthus saxicola","CR"
2353,"nao","Onagraceae","Fuchsia alpestris","VU"
2354,"nao","Onagraceae","Fuchsia glazioviana","EN"
2355,"sim","Orchidaceae","Acianthera adiri","CR"
2356,"nao","Orchidaceae","Acianthera bidentata","VU"
2357,"sim","Orchidaceae","Acianthera heringeri","CR"
2358,"sim","Orchidaceae","Acianthera langeana","EN"
2359,"sim","Orchidaceae","Acianthera papillosa","VU"
2360,"nao","Orchidaceae","Acianthera subrotundifolia","VU"
2361,"sim","Orchidaceae","Adamantinia miltonioides","CR"
2362,"sim","Orchidaceae","Anathallis colnagoi","CR"
2363,"sim","Orchidaceae","Anathallis gehrtii","VU"
2364,"sim","Orchidaceae","Anathallis pabstii","EN"
2365,"nao","Orchidaceae","Anathallis pubipetala","EN"
2366,"nao","Orchidaceae","Anathallis spannageliana","VU"
2367,"sim","Orchidaceae","Anathallis tigridens","VU"
2368,"nao","Orchidaceae","Barbosella macaheensis","VU"
2369,"sim","Orchidaceae","Barbosella trilobata","EN"
2370,"sim","Orchidaceae","Bifrenaria silvana","CR"
2371,"sim","Orchidaceae","Bifrenaria wittigii","EN"
2372,"sim","Orchidaceae","Bipinnula biplumata","CR"
2373,"sim","Orchidaceae","Bipinnula penicillata","EN"
2374,"sim","Orchidaceae","Brachionidium restrepioides","VU"
2375,"sim","Orchidaceae","Brachystele camporum","VU"
2376,"sim","Orchidaceae","Brassia arachnoidea","VU"
2377,"sim","Orchidaceae","Bulbophyllum arianeae","CR"
2378,"sim","Orchidaceae","Bulbophyllum boudetiana","EN"
2379,"sim","Orchidaceae","Bulbophyllum kautskyi","VU"
2380,"nao","Orchidaceae","Bulbophyllum macroceras","CR"
2381,"nao","Orchidaceae","Campylocentrum organense","VU"
2382,"sim","Orchidaceae","Campylocentrum pernambucense","EN"
2383,"sim","Orchidaceae","Catasetum mattosianum","EN"
2384,"sim","Orchidaceae","Cattleya aclandiae","VU"
2385,"sim","Orchidaceae","Cattleya alaorii","CR"
2386,"sim","Orchidaceae","Cattleya briegeri","EN"
2387,"sim","Orchidaceae","Cattleya caulescens","EN"
2388,"sim","Orchidaceae","Cattleya crispa","VU"
2389,"sim","Orchidaceae","Cattleya dormaniana","CR"
2390,"sim","Orchidaceae","Cattleya endsfeldzii","CR"
2391,"sim","Orchidaceae","Cattleya ghillanyi","EN"
2392,"sim","Orchidaceae","Cattleya gloedeniana","CR"
2393,"sim","Orchidaceae","Cattleya grandis","VU"
2394,"sim","Orchidaceae","Cattleya granulosa","VU"
2395,"sim","Orchidaceae","Cattleya guttata","VU"
2396,"sim","Orchidaceae","Cattleya harpophylla","VU"
2397,"sim","Orchidaceae","Cattleya harrisoniana","VU"
2398,"sim","Orchidaceae","Cattleya hoehnei","EN"
2399,"sim","Orchidaceae","Cattleya intermedia","VU"
2400,"sim","Orchidaceae","Cattleya jongheana","EN"
2401,"sim","Orchidaceae","Cattleya kautskyana","CR"
2402,"sim","Orchidaceae","Cattleya labiata","VU"
2403,"nao","Orchidaceae","Cattleya lobata","CR"
2404,"sim","Orchidaceae","Cattleya milleri","CR"
2405,"sim","Orchidaceae","Cattleya munchowiana","CR"
2406,"sim","Orchidaceae","Cattleya neokautskyi","CR"
2407,"sim","Orchidaceae","Cattleya perrinii","VU"
2408,"sim","Orchidaceae","Cattleya porphyroglossa","CR"
2409,"sim","Orchidaceae","Cattleya pumila","VU"
2410,"sim","Orchidaceae","Cattleya purpurata","VU"
2411,"sim","Orchidaceae","Cattleya pygmaea","EN"
2412,"sim","Orchidaceae","Cattleya schilleriana","EN"
2413,"sim","Orchidaceae","Cattleya sincorana","EN"
2414,"sim","Orchidaceae","Cattleya tenebrosa","EN"
2415,"sim","Orchidaceae","Cattleya tenuis","EN"
2416,"sim","Orchidaceae","Cattleya tigrina","VU"
2417,"sim","Orchidaceae","Cattleya velutina","VU"
2418,"sim","Orchidaceae","Cattleya walkeriana","VU"
2419,"sim","Orchidaceae","Cattleya warneri","VU"
2420,"sim","Orchidaceae","Cattleya wittigiana","EN"
2421,"sim","Orchidaceae","Cattleya xanthina","EN"
2422,"sim","Orchidaceae","Centroglossa castellensis","CR"
2423,"nao","Orchidaceae","Centroglossa greeniana","EN"
2424,"sim","Orchidaceae","Chloraea membranacea","EN"
2425,"sim","Orchidaceae","Cirrhaea fuscolutea","EN"
2426,"sim","Orchidaceae","Cirrhaea loddigesii","CR"
2427,"sim","Orchidaceae","Cirrhaea longiracemosa","VU"
2428,"sim","Orchidaceae","Cleistes aphylla","EN"
2429,"sim","Orchidaceae","Codonorchis canisioi","CR"
2430,"sim","Orchidaceae","Constantia cipoensis","CR"
2431,"sim","Orchidaceae","Cyclopogon dutrae","EN"
2432,"nao","Orchidaceae","Cyclopogon venustus","EN"
2433,"sim","Orchidaceae","Cycnoches pentadactylum","EN"
2434,"sim","Orchidaceae","Cyrtopodium caiapoense","VU"
2435,"sim","Orchidaceae","Cyrtopodium hatschbachii","EN"
2436,"sim","Orchidaceae","Cyrtopodium lamellaticallosum","CR"
2437,"sim","Orchidaceae","Cyrtopodium latifolium","CR"
2438,"sim","Orchidaceae","Cyrtopodium linearifolium","CR"
2439,"sim","Orchidaceae","Cyrtopodium lissochiloides","VU"
2440,"sim","Orchidaceae","Cyrtopodium palmifrons","VU"
2441,"sim","Orchidaceae","Cyrtopodium poecilum var. roseum","EN"
2442,"sim","Orchidaceae","Cyrtopodium triste","VU"
2443,"sim","Orchidaceae","Dichaea mosenii","VU"
2444,"sim","Orchidaceae","Dryadella auriculigera","CR"
2445,"sim","Orchidaceae","Dryadella lilliputiana","VU"
2446,"sim","Orchidaceae","Dryadella susanae","CR"
2447,"sim","Orchidaceae","Encyclia bragancae","EN"
2448,"sim","Orchidaceae","Epidendrum addae","VU"
2449,"nao","Orchidaceae","Epidendrum ammophilum","EN"
2450,"nao","Orchidaceae","Epidendrum harrisoniae","CR"
2451,"sim","Orchidaceae","Epidendrum henschenii","EN"
2452,"sim","Orchidaceae","Epidendrum robustum","VU"
2453,"sim","Orchidaceae","Epidendrum zappii","EN"
2454,"sim","Orchidaceae","Gomesa kautskyi","EN"
2455,"sim","Orchidaceae","Gomesa majevskyae","EN"
2456,"sim","Orchidaceae","Gomesa pectoralis","CR"
2457,"nao","Orchidaceae","Gomesa pulchella","CR"
2458,"sim","Orchidaceae","Grandiphyllum divaricatum","VU"
2459,"sim","Orchidaceae","Grandiphyllum hians","VU"
2460,"sim","Orchidaceae","Grobya cipoensis","CR"
2461,"sim","Orchidaceae","Grobya fascifera","VU"
2462,"sim","Orchidaceae","Habenaria achalensis","VU"
2463,"sim","Orchidaceae","Habenaria brachyplectron","CR"
2464,"sim","Orchidaceae","Habenaria ernesti-ulei","EN"
2465,"sim","Orchidaceae","Habenaria galeandriformis","CR"
2466,"sim","Orchidaceae","Habenaria itaculumia","CR"
2467,"sim","Orchidaceae","Habenaria novaesii","CR"
2468,"sim","Orchidaceae","Habenaria piraquarensis","EN"
2469,"sim","Orchidaceae","Houlletia brocklehurstiana","EN"
2470,"sim","Orchidaceae","Isabelia virginalis","VU"
2471,"nao","Orchidaceae","Lankesterella spannageliana","EN"
2472,"sim","Orchidaceae","Malaxis jaraguae","VU"
2473,"sim","Orchidaceae","Masdevallia discoidea","CR"
2474,"sim","Orchidaceae","Maxillaria schunkeana","EN"
2475,"sim","Orchidaceae","Miltonia kayasimae","CR"
2476,"sim","Orchidaceae","Myoxanthus ruschii","CR"
2477,"sim","Orchidaceae","Myoxanthus seidelii","CR"
2478,"sim","Orchidaceae","Notylia microchila","EN"
2479,"sim","Orchidaceae","Octomeria alexandri","EN"
2480,"sim","Orchidaceae","Octomeria chamaeleptotes","VU"
2481,"nao","Orchidaceae","Octomeria cochlearis","EN"
2482,"nao","Orchidaceae","Octomeria fimbriata","VU"
2483,"sim","Orchidaceae","Octomeria geraensis","VU"
2484,"sim","Orchidaceae","Octomeria hatschbachii","VU"
2485,"sim","Orchidaceae","Octomeria hoehnei","EN"
2486,"sim","Orchidaceae","Octomeria lichenicola","EN"
2487,"nao","Orchidaceae","Octomeria rodeiensis","EN"
2488,"nao","Orchidaceae","Octomeria rodriguesii","EN"
2489,"sim","Orchidaceae","Octomeria truncicola","VU"
2490,"sim","Orchidaceae","Octomeria wawrae","EN"
2491,"sim","Orchidaceae","Octomeria wilsoniana","CR"
2492,"sim","Orchidaceae","Pabstiella bacillaris","EN"
2493,"nao","Orchidaceae","Pabstiella calcarata","VU"
2494,"sim","Orchidaceae","Pabstiella carinifera","VU"
2495,"sim","Orchidaceae","Pabstiella castellensis","CR"
2496,"sim","Orchidaceae","Pabstiella conspersa","EN"
2497,"nao","Orchidaceae","Pabstiella curti-bradei","VU"
2498,"nao","Orchidaceae","Pabstiella dracula","VU"
2499,"sim","Orchidaceae","Pabstiella garayi","CR"
2500,"nao","Orchidaceae","Pabstiella gracilicaulis","VU"
2501,"sim","Orchidaceae","Pabstiella lingua","EN"
2502,"sim","Orchidaceae","Pabstiella ruschii","CR"
2503,"sim","Orchidaceae","Phragmipedium vittatum","VU"
2504,"sim","Orchidaceae","Phymatidium geiselii","EN"
2505,"sim","Orchidaceae","Phymatidium vogelii","VU"
2506,"sim","Orchidaceae","Polystachya rupicola","CR"
2507,"nao","Orchidaceae","Prescottia spiranthophylla","EN"
2508,"sim","Orchidaceae","Pseudolaelia brejetubensis","CR"
2509,"sim","Orchidaceae","Pseudolaelia canaanensis","VU"
2510,"sim","Orchidaceae","Pseudolaelia cipoensis","CR"
2511,"sim","Orchidaceae","Pseudolaelia citrina","EN"
2512,"nao","Orchidaceae","Pseudolaelia corcovadensis","EN"
2513,"sim","Orchidaceae","Pseudolaelia dutrae","VU"
2514,"sim","Orchidaceae","Pteroglossa hilariana","EN"
2515,"sim","Orchidaceae","Rauhiella silvana","EN"
2516,"nao","Orchidaceae","Rodriguezia sucrei","CR"
2517,"sim","Orchidaceae","Sarcoglottis alexandri","EN"
2518,"sim","Orchidaceae","Saundersia mirabilis","EN"
2519,"sim","Orchidaceae","Saundersia paniculata","VU"
2520,"sim","Orchidaceae","Scuticaria irwiniana","EN"
2521,"sim","Orchidaceae","Scuticaria itirapinensis","CR"
2522,"sim","Orchidaceae","Scuticaria kautskyi","CR"
2523,"sim","Orchidaceae","Scuticaria strictifolia","EN"
2524,"sim","Orchidaceae","Specklinia gomesferreirae","CR"
2525,"nao","Orchidaceae","Stelis palmeiraensis","VU"
2526,"sim","Orchidaceae","Stigmatosema hatschbachii","CR"
2527,"sim","Orchidaceae","Thelyschista ghillanyi","VU"
2528,"sim","Orchidaceae","Thysanoglossa jordanensis","EN"
2529,"sim","Orchidaceae","Trichocentrum schwambachiae","VU"
2530,"sim","Orchidaceae","Vanilla dietschiana","VU"
2531,"sim","Orchidaceae","Vanilla dubia","EN"
2532,"sim","Orchidaceae","Zygopetalum crinitum subsp. pabstii","EN"
2533,"sim","Orchidaceae","Zygopetalum jugosum","EN"
2534,"sim","Orchidaceae","Zygopetalum murrayanum","EN"
2535,"sim","Orchidaceae","Zygostates kuhlmannii","EN"
2536,"sim","Orchidaceae","Zygostates linearisepala","CR"
2537,"nao","Orchidaceae","Zygostates ovatipetala","EN"
2538,"sim","Orobanchaceae","Agalinis bandeirensis","CR"
2539,"sim","Orobanchaceae","Agalinis brachyphylla","VU"
2540,"sim","Orobanchaceae","Agalinis itambensis","EN"
2541,"sim","Orobanchaceae","Agalinis nana","EN"
2542,"sim","Orobanchaceae","Agalinis ramulifera","EN"
2543,"sim","Orobanchaceae","Agalinis schwackeana","CR"
2544,"sim","Orobanchaceae","Esterhazya caesarea","VU"
2545,"sim","Orobanchaceae","Magdalenaea limae","CR"
2546,"sim","Orobanchaceae","Nothochilus coccineus","EN"
2547,"sim","Oxalidaceae","Oxalis arachnoidea","CR"
2548,"sim","Oxalidaceae","Oxalis bela-vitoriae","CR"
2549,"sim","Oxalidaceae","Oxalis blackii","CR"
2550,"sim","Oxalidaceae","Oxalis clausenii","CR"
2551,"sim","Oxalidaceae","Oxalis diamantinae","CR"
2552,"sim","Oxalidaceae","Oxalis doceana","CR"
2553,"sim","Oxalidaceae","Oxalis hyalotricha","EN"
2554,"sim","Oxalidaceae","Oxalis impatiens","EN"
2555,"sim","Oxalidaceae","Oxalis kuhlmannii","CR"
2556,"sim","Oxalidaceae","Oxalis mandioccana","VU"
2557,"sim","Oxalidaceae","Oxalis paranaensis","CR"
2558,"sim","Oxalidaceae","Oxalis praetexta","EN"
2559,"sim","Pallaviciniaceae","Jensenia difformis","EN"
2560,"nao","Passifloraceae","Passiflora farneyi","VU"
2561,"sim","Passifloraceae","Passiflora hatschbachii","EN"
2562,"sim","Passifloraceae","Passiflora imbeana","EN"
2563,"sim","Passifloraceae","Passiflora ischnoclada","CR"
2564,"sim","Passifloraceae","Passiflora margaritae","EN"
2565,"sim","Passifloraceae","Passiflora setulosa","EN"
2566,"sim","Passifloraceae","Passiflora urubiciensis","EN"
2567,"nao","Pentaphylacaceae","Freziera carinata","CR"
2568,"sim","Pentaphylacaceae","Ternstroemia cuneifolia","EN"
2569,"nao","Peraceae","Pera manausensis","EN"
2570,"nao","Peraceae","Pera membranacea","EN"
2571,"nao","Peraceae","Pera pulchrifolia","CR"
2572,"nao","Phyllanthaceae","Amanoa sinuosa","VU"
2573,"nao","Phyllanthaceae","Discocarpus pedicellatus","VU"
2574,"nao","Phyllanthaceae","Phyllanthus biantherifer","EN"
2575,"sim","Phyllanthaceae","Phyllanthus gladiatus","VU"
2576,"nao","Phyllanthaceae","Phyllanthus itatiaiensis","CR"
2577,"nao","Phyllanthaceae","Phyllanthus rosmarinifolius","EN"
2578,"nao","Phyllanthaceae","Phyllanthus umbratus","CR"
2579,"sim","Picramniaceae","Picramnia coccinea","EN"
2580,"nao","Picramniaceae","Picramnia excelsa","VU"
2581,"nao","Picramniaceae","Picramnia grandifolia","EN"
2582,"nao","Picrodendraceae","Piranhea securinega","EN"
2583,"nao","Piperaceae","Peperomia arbuscula","CR"
2584,"sim","Piperaceae","Peperomia cordigera","VU"
2585,"sim","Piperaceae","Peperomia gracilis","EN"
2586,"sim","Piperaceae","Peperomia guarujana","CR"
2587,"sim","Piperaceae","Peperomia hemmendorffii","EN"
2588,"sim","Piperaceae","Peperomia itatiaiana","EN"
2589,"sim","Piperaceae","Peperomia loefgrenii","EN"
2590,"nao","Piperaceae","Peperomia pubipeduncula","CR"
2591,"sim","Piperaceae","Peperomia rostulatiformis","EN"
2592,"sim","Piperaceae","Peperomia rufispica","CR"
2593,"sim","Piperaceae","Piper amparoense","EN"
2594,"sim","Piperaceae","Piper anostachyum","EN"
2595,"sim","Piperaceae","Piper barretoi","EN"
2596,"sim","Piperaceae","Piper bennettianum","VU"
2597,"sim","Piperaceae","Piper carautensei","EN"
2598,"sim","Piperaceae","Piper casteloense","EN"
2599,"sim","Piperaceae","Piper duartei","VU"
2600,"sim","Piperaceae","Piper edwallii","EN"
2601,"nao","Piperaceae","Piper giordanoi","VU"
2602,"nao","Piperaceae","Piper halesiifolium","CR"
2603,"sim","Piperaceae","Piper hatschbachii","CR"
2604,"sim","Piperaceae","Piper hoehnei","EN"
2605,"sim","Piperaceae","Piper juliflorum","EN"
