"ID","lista_anterior","familia","especie","categoria"
1214,"nao","Elaeocarpaceae","Sloanea spathulata","VU"
1215,"sim","Ephedraceae","Ephedra tweediana","VU"
1216,"nao","Ericaceae","Agarista organensis","CR"
1217,"nao","Ericaceae","Agarista uleana","VU"
1218,"sim","Ericaceae","Gaultheria sleumeriana","CR"
1219,"sim","Ericaceae","Gaylussacia angulata","EN"
1220,"sim","Ericaceae","Gaylussacia caparoensis","EN"
1221,"sim","Ericaceae","Gaylussacia centunculifolia","EN"
1222,"sim","Ericaceae","Gaylussacia harleyi","VU"
1223,"sim","Ericaceae","Gaylussacia oleifolia","VU"
1224,"sim","Ericaceae","Gaylussacia pruinosa","CR"
1225,"sim","Ericaceae","Gaylussacia retivenia","EN"
1226,"sim","Ericaceae","Gaylussacia setosa","CR"
1227,"sim","Eriocaulaceae","Actinocephalus cipoensis","CR"
1228,"sim","Eriocaulaceae","Actinocephalus claussenianus","VU"
1229,"sim","Eriocaulaceae","Comanthera bahiensis","EN"
1230,"sim","Eriocaulaceae","Comanthera brasiliana","CR"
1231,"sim","Eriocaulaceae","Comanthera elegans","EN"
1232,"sim","Eriocaulaceae","Comanthera harleyi","VU"
1233,"sim","Eriocaulaceae","Comanthera mucugensis","EN"
1234,"nao","Eriocaulaceae","Comanthera pignalii","CR"
1235,"sim","Eriocaulaceae","Leiothrix echinocephala","VU"
1236,"nao","Eriocaulaceae","Paepalanthus argyrotrychus","CR"
1237,"sim","Eriocaulaceae","Paepalanthus ater","CR"
1238,"nao","Eriocaulaceae","Paepalanthus capixaba","CR"
1239,"nao","Eriocaulaceae","Paepalanthus echinoides","EN"
1240,"nao","Eriocaulaceae","Paepalanthus farinaceus","CR"
1241,"nao","Eriocaulaceae","Paepalanthus flexuosus","CR"
1242,"sim","Eriocaulaceae","Paepalanthus hydra","EN"
1243,"nao","Eriocaulaceae","Paepalanthus longiciliatus","CR"
1244,"nao","Eriocaulaceae","Paepalanthus macaheensis","EN"
1245,"nao","Eriocaulaceae","Paepalanthus macer","CR"
1246,"nao","Eriocaulaceae","Paepalanthus ovatus","EN"
1247,"nao","Eriocaulaceae","Paepalanthus polygonus","EN"
1248,"nao","Eriocaulaceae","Paepalanthus stellatus","VU"
1249,"nao","Eriocaulaceae","Paepalanthus urbanianus","VU"
1250,"nao","Eriocaulaceae","Paepalanthus velutiphyllus","EN"
1251,"nao","Eriocaulaceae","Syngonanthus incurvifolius","CR"
1252,"sim","Eriocaulaceae","Syngonanthus itambeensis","EN"
1253,"sim","Eriocaulaceae","Syngonanthus laricifolius","VU"
1254,"nao","Eriocaulaceae","Syngonanthus vittatus","EN"
1255,"nao","Erythropalaceae","Heisteria huberiana","CR"
1256,"nao","Erythroxylaceae","Erythroxylum ayrtonianum","CR"
1257,"sim","Erythroxylaceae","Erythroxylum bezerrae","EN"
1258,"sim","Erythroxylaceae","Erythroxylum catharinense","EN"
1259,"nao","Erythroxylaceae","Erythroxylum cincinnatum","EN"
1260,"sim","Erythroxylaceae","Erythroxylum compressum","EN"
1261,"nao","Erythroxylaceae","Erythroxylum frangulifolium","EN"
1262,"sim","Erythroxylaceae","Erythroxylum leal-costae","CR"
1263,"nao","Erythroxylaceae","Erythroxylum magnoliifolium","EN"
1264,"sim","Erythroxylaceae","Erythroxylum mattos-silvae","EN"
1265,"sim","Erythroxylaceae","Erythroxylum membranaceum","EN"
1266,"sim","Erythroxylaceae","Erythroxylum nelson-rosae","EN"
1267,"nao","Erythroxylaceae","Erythroxylum nitidum","EN"
1268,"nao","Erythroxylaceae","Erythroxylum nordestinum","EN"
1269,"nao","Erythroxylaceae","Erythroxylum occultum","CR"
1270,"nao","Erythroxylaceae","Erythroxylum ovalifolium","VU"
1271,"sim","Erythroxylaceae","Erythroxylum petrae-caballi","VU"
1272,"nao","Erythroxylaceae","Erythroxylum schomburgkii","EN"
1273,"nao","Erythroxylaceae","Erythroxylum sobraleanum","CR"
1274,"nao","Erythroxylaceae","Erythroxylum splendidum","EN"
1275,"sim","Erythroxylaceae","Erythroxylum substriatum","VU"
1276,"sim","Erythroxylaceae","Erythroxylum tianguanum","CR"
1277,"nao","Erythroxylaceae","Erythroxylum umbrosum","EN"
1278,"nao","Erythroxylaceae","Erythroxylum vernicosum","EN"
1279,"sim","Escalloniaceae","Escallonia obtusissima","VU"
1280,"sim","Escalloniaceae","Escallonia petrophila","EN"
1281,"nao","Euphorbiaceae","Actinostemon roseliae","EN"
1282,"sim","Euphorbiaceae","Adenophaedra cearensis","CR"
1283,"nao","Euphorbiaceae","Algernonia bahiensis","VU"
1284,"nao","Euphorbiaceae","Algernonia brasiliensis","VU"
1285,"sim","Euphorbiaceae","Algernonia dimitrii","EN"
1286,"sim","Euphorbiaceae","Algernonia kuhlmannii","CR"
1287,"sim","Euphorbiaceae","Astraea cincta","EN"
1288,"sim","Euphorbiaceae","Bernardia crassifolia","EN"
1289,"sim","Euphorbiaceae","Caperonia buettneriacea","VU"
1290,"sim","Euphorbiaceae","Chiropetalum foliosum","EN"
1291,"nao","Euphorbiaceae","Cnidoscolus hamosus","CR"
1292,"nao","Euphorbiaceae","Cnidoscolus magni-gerdtii","CR"
1293,"nao","Euphorbiaceae","Cnidoscolus rupestris","EN"
1294,"nao","Euphorbiaceae","Croton campanulatus","EN"
1295,"nao","Euphorbiaceae","Croton caryophyllus","EN"
1296,"nao","Euphorbiaceae","Croton diasii","EN"
1297,"nao","Euphorbiaceae","Croton hemiargyreus","EN"
1298,"sim","Euphorbiaceae","Croton leptobotryus","VU"
1299,"nao","Euphorbiaceae","Croton priscus","EN"
1300,"nao","Euphorbiaceae","Croton sapiifolius","EN"
1301,"nao","Euphorbiaceae","Croton thomasii","EN"
1302,"sim","Euphorbiaceae","Dalechampia purpurata","EN"
1303,"sim","Euphorbiaceae","Dalechampia riparia","CR"
1304,"sim","Euphorbiaceae","Euphorbia appariciana","EN"
1305,"sim","Euphorbiaceae","Euphorbia attastoma","EN"
1306,"sim","Euphorbiaceae","Euphorbia crossadenia","EN"
1307,"sim","Euphorbiaceae","Euphorbia gymnoclada","VU"
1308,"sim","Euphorbiaceae","Euphorbia holochlorina","CR"
1309,"nao","Euphorbiaceae","Euphorbia sabulicola","CR"
1310,"nao","Euphorbiaceae","Glycydendron espiritosantense","VU"
1311,"nao","Euphorbiaceae","Hevea camargoana","EN"
1312,"nao","Euphorbiaceae","Manihot hahnii","EN"
1313,"nao","Euphorbiaceae","Manihot longiracemosa","EN"
1314,"sim","Euphorbiaceae","Manihot procumbens","VU"
1315,"nao","Euphorbiaceae","Ophthalmoblapton macrophyllum","EN"
1316,"nao","Euphorbiaceae","Ophthalmoblapton pedunculare","VU"
1317,"nao","Euphorbiaceae","Sebastiania pteroclada","CR"
1318,"nao","Euphorbiaceae","Stillingia loranthacea","EN"
1319,"sim","Fabaceae","Aeschynomene fructipendula","EN"
1320,"sim","Fabaceae","Albizia burkartiana","EN"
1321,"sim","Fabaceae","Albizia glabripetala","EN"
1322,"nao","Fabaceae","Aldina heterophylla","VU"
1323,"sim","Fabaceae","Amburana acreana","VU"
1324,"nao","Fabaceae","Andira marauensis","EN"
1325,"sim","Fabaceae","Apuleia leiocarpa","VU"
1326,"sim","Fabaceae","Arachis villosa","EN"
1327,"nao","Fabaceae","Arapatiella emarginata","EN"
1328,"nao","Fabaceae","Bauhinia albicans","EN"
1329,"nao","Fabaceae","Bauhinia glaziovii","CR"
1330,"sim","Fabaceae","Bauhinia integerrima","EN"
1331,"nao","Fabaceae","Bauhinia uberlandiana","CR"
1332,"sim","Fabaceae","Calliandra carrascana","EN"
1333,"nao","Fabaceae","Cassia rubriflora","EN"
1334,"sim","Fabaceae","Centrolobium paraense","EN"
1335,"sim","Fabaceae","Centrosema carajasense","VU"
1336,"nao","Fabaceae","Chamaecrista amabilis","EN"
1337,"nao","Fabaceae","Chamaecrista amorimii","EN"
1338,"sim","Fabaceae","Chamaecrista anamariae","EN"
1339,"sim","Fabaceae","Chamaecrista atroglandulosa","EN"
1340,"nao","Fabaceae","Chamaecrista bracteolata","EN"
1341,"sim","Fabaceae","Chamaecrista catolesensis","VU"
1342,"sim","Fabaceae","Chamaecrista fodinarum","EN"
1343,"nao","Fabaceae","Chamaecrista fulgida","CR"
1344,"sim","Fabaceae","Chamaecrista lagotois","CR"
1345,"nao","Fabaceae","Chamaecrista nuda","EN"
1346,"nao","Fabaceae","Chamaecrista phyllostachya","EN"
1347,"sim","Fabaceae","Chamaecrista stillifera","VU"
1348,"nao","Fabaceae","Chamaecrista subpeltata","EN"
1349,"sim","Fabaceae","Chamaecrista tephrosiifolia","VU"
1350,"sim","Fabaceae","Chamaecrista ulmea","CR"
1351,"nao","Fabaceae","Chamaecrista unijuga","EN"
1352,"nao","Fabaceae","Copaifera majorina","VU"
1353,"nao","Fabaceae","Coursetia vicioides","EN"
1354,"nao","Fabaceae","Ctenodon bradei","EN"
1355,"sim","Fabaceae","Ctenodon lacabuendianus","EN"
1356,"nao","Fabaceae","Cynometra marleneae","EN"
1357,"nao","Fabaceae","Dahlstedtia bahiana","EN"
1358,"nao","Fabaceae","Dahlstedtia glaziovii","EN"
1359,"nao","Fabaceae","Dahlstedtia grandiflora","EN"
1360,"nao","Fabaceae","Dahlstedtia peckoltii","EN"
1361,"nao","Fabaceae","Dalbergia ernest-ulei","EN"
1362,"nao","Fabaceae","Dalbergia glaziovii","EN"
1363,"sim","Fabaceae","Dalbergia nigra","VU"
1364,"nao","Fabaceae","Deguelia hatschbachii","VU"
1365,"sim","Fabaceae","Desmodium craspediferum","EN"
1366,"nao","Fabaceae","Dialium rondoniense","EN"
1367,"nao","Fabaceae","Dicymbe arenicola","EN"
1368,"nao","Fabaceae","Dicymbe puncticulosa","EN"
1369,"nao","Fabaceae","Dimorphandra exaltata","EN"
1370,"sim","Fabaceae","Dimorphandra wilsonii","EN"
1371,"nao","Fabaceae","Dinizia jueirana-facao","CR"
1372,"nao","Fabaceae","Diplotropis rodriguesii","VU"
1373,"nao","Fabaceae","Elizabetha speciosa","VU"
1374,"sim","Fabaceae","Gleditsia amorphoides","VU"
1375,"nao","Fabaceae","Grazielodendron rio-docensis","EN"
1376,"nao","Fabaceae","Harleyodendron unifoliolatum","EN"
1377,"sim","Fabaceae","Harpalyce lanata","EN"
1378,"sim","Fabaceae","Harpalyce parvifolia","EN"
1379,"sim","Fabaceae","Hymenaea parvifolia","VU"
1380,"sim","Fabaceae","Hymenolobium excelsum","VU"
1381,"sim","Fabaceae","Inga aptera","EN"
1382,"nao","Fabaceae","Inga conchifolia","EN"
1383,"nao","Fabaceae","Inga cordistipula","VU"
1384,"nao","Fabaceae","Inga globularis","EN"
1385,"sim","Fabaceae","Inga grazielae","EN"
1386,"sim","Fabaceae","Inga maritima","EN"
1387,"sim","Fabaceae","Inga mendoncaei","EN"
1388,"sim","Fabaceae","Inga pedunculata","EN"
1389,"sim","Fabaceae","Inga platyptera","EN"
1390,"sim","Fabaceae","Inga pleiogyna","EN"
1391,"sim","Fabaceae","Inga praegnans","EN"
1392,"sim","Fabaceae","Inga suborbicularis","EN"
1393,"sim","Fabaceae","Inga unica","EN"
1394,"nao","Fabaceae","Jupunba barnebyana","EN"
1395,"sim","Fabaceae","Lathyrus acutifolius","CR"
1396,"sim","Fabaceae","Lathyrus paraguariensis","VU"
1397,"nao","Fabaceae","Leptolobium araguaiense","EN"
1398,"nao","Fabaceae","Leptolobium glaziovianum","EN"
1399,"nao","Fabaceae","Leptolobium parvifolium","EN"
1400,"nao","Fabaceae","Leptolobium tenuifolium","EN"
1401,"sim","Fabaceae","Leucochloron foederale","EN"
1402,"nao","Fabaceae","Leucochloron limae","EN"
1403,"sim","Fabaceae","Leucochloron minarum","EN"
1404,"nao","Fabaceae","Luetzelburgia amazonica","EN"
1405,"nao","Fabaceae","Luetzelburgia harleyi","CR"
1406,"nao","Fabaceae","Luetzelburgia neurocarpa","CR"
1407,"nao","Fabaceae","Luetzelburgia trialata","EN"
1408,"sim","Fabaceae","Lupinus coriaceus","VU"
1409,"sim","Fabaceae","Lupinus decurrens","EN"
1410,"nao","Fabaceae","Lupinus gibertianus","CR"
1411,"sim","Fabaceae","Lupinus laevigatus","EN"
1412,"nao","Fabaceae","Lupinus russellianus","CR"
1413,"nao","Fabaceae","Machaerium androvillosum","CR"
1414,"nao","Fabaceae","Machaerium firmum","VU"
1415,"nao","Fabaceae","Machaerium legale","CR"
1416,"nao","Fabaceae","Machaerium macaense","EN"
1417,"nao","Fabaceae","Machaerium mucronulatum","EN"
1418,"sim","Fabaceae","Machaerium obovatum","VU"
1419,"nao","Fabaceae","Martiodendron fluminense","EN"
1420,"sim","Fabaceae","Melanoxylon brauna","VU"
1421,"sim","Fabaceae","Mimosa acroconica","CR"
1422,"sim","Fabaceae","Mimosa adamantina","EN"
1423,"nao","Fabaceae","Mimosa afranioi","EN"
1424,"sim","Fabaceae","Mimosa balduinii","EN"
1425,"sim","Fabaceae","Mimosa barretoi","EN"
1426,"sim","Fabaceae","Mimosa bathyrrhena","EN"
1427,"nao","Fabaceae","Mimosa bispiculata","CR"
1428,"nao","Fabaceae","Mimosa bocainae","CR"
1429,"sim","Fabaceae","Mimosa bombycina","EN"
1430,"sim","Fabaceae","Mimosa bracteolaris","VU"
1431,"nao","Fabaceae","Mimosa callidryas","EN"
1432,"sim","Fabaceae","Mimosa catharinensis","EN"
1433,"sim","Fabaceae","Mimosa chrysastra","CR"
1434,"nao","Fabaceae","Mimosa decorticans","EN"
1435,"nao","Fabaceae","Mimosa dominarum","EN"
1436,"nao","Fabaceae","Mimosa emaensis","VU"
1437,"nao","Fabaceae","Mimosa ernestii","CR"
1438,"nao","Fabaceae","Mimosa glazioui","CR"
1439,"sim","Fabaceae","Mimosa hatschbachii","EN"
1440,"sim","Fabaceae","Mimosa heringeri","EN"
1441,"sim","Fabaceae","Mimosa involucrata","EN"
1442,"nao","Fabaceae","Mimosa itatiaiensis","EN"
1443,"nao","Fabaceae","Mimosa kuhnisteroides","EN"
1444,"sim","Fabaceae","Mimosa leprosa","EN"
1445,"sim","Fabaceae","Mimosa lithoreas","EN"
1446,"sim","Fabaceae","Mimosa macedoana","EN"
1447,"sim","Fabaceae","Mimosa mensicola","EN"
1448,"sim","Fabaceae","Mimosa montis-carasae","EN"
1449,"sim","Fabaceae","Mimosa myuros","EN"
1450,"nao","Fabaceae","Mimosa neonitens","EN"
1451,"nao","Fabaceae","Mimosa osmarii","VU"
1452,"sim","Fabaceae","Mimosa paucifolia","VU"
1453,"nao","Fabaceae","Mimosa perplicata","CR"
1454,"sim","Fabaceae","Mimosa psittacina","EN"
1455,"nao","Fabaceae","Mimosa regina","EN"
1456,"nao","Fabaceae","Mimosa rheiptera","EN"
1457,"nao","Fabaceae","Mimosa sevilhae","EN"
1458,"sim","Fabaceae","Mimosa skinneri var. carajarum","CR"
1459,"nao","Fabaceae","Mimosa sobralii","EN"
1460,"nao","Fabaceae","Mimosa strobiliflora","CR"
1461,"sim","Fabaceae","Mimosa suburbana","CR"
1462,"sim","Fabaceae","Mimosa thomista","EN"
1463,"sim","Fabaceae","Mimosa uniceps","EN"
1464,"sim","Fabaceae","Mimosa urticaria","EN"
1465,"nao","Fabaceae","Moldenhawera blanchetiana","VU"
1466,"nao","Fabaceae","Moldenhawera longipedicellata","EN"
1467,"nao","Fabaceae","Moldenhawera luschnathiana","VU"
1468,"nao","Fabaceae","Moldenhawera nutans","EN"
1469,"sim","Fabaceae","Moldenhawera papillanthera","VU"
1470,"nao","Fabaceae","Moldenhawera polysperma","VU"
1471,"nao","Fabaceae","Muellera fernandesii","VU"
1472,"nao","Fabaceae","Muellera filipes","VU"
1473,"nao","Fabaceae","Muellera graciliflora","CR"
1474,"nao","Fabaceae","Muellera grazielae","EN"
1475,"nao","Fabaceae","Muellera laticifera","EN"
1476,"nao","Fabaceae","Muellera nitens","EN"
1477,"nao","Fabaceae","Muellera torrensis","EN"
1478,"nao","Fabaceae","Muellera tozziana","EN"
1479,"nao","Fabaceae","Muellera variabilis","EN"
1480,"nao","Fabaceae","Muellera virgilioides","VU"
1481,"nao","Fabaceae","Myrocarpus leprosus","CR"
1482,"sim","Fabaceae","Neptunia pubescens","VU"
1483,"nao","Fabaceae","Ormosia altimontana","EN"
1484,"nao","Fabaceae","Ormosia lewisii","EN"
1485,"nao","Fabaceae","Ormosia limae","EN"
1486,"nao","Fabaceae","Ormosia minor","VU"
1487,"nao","Fabaceae","Ormosia ruddiana","EN"
1488,"nao","Fabaceae","Ormosia timboensis","CR"
1489,"nao","Fabaceae","Paloue induta","EN"
1490,"nao","Fabaceae","Paramachaerium krukovii","CR"
1491,"nao","Fabaceae","Parapiptadenia ilheusana","CR"
1492,"nao","Fabaceae","Parasenegalia miersii","EN"
1493,"nao","Fabaceae","Parkia bahiae","EN"
1494,"sim","Fabaceae","Paubrasilia echinata","EN"
1495,"nao","Fabaceae","Peltogyne altissima","EN"
1496,"nao","Fabaceae","Peltogyne chrysopis","EN"
1497,"nao","Fabaceae","Peltogyne discolor","VU"
1498,"nao","Fabaceae","Peltogyne excelsa","VU"
1499,"nao","Fabaceae","Peltogyne gracilipes","EN"
1500,"sim","Fabaceae","Peltogyne maranhensis","VU"
1501,"nao","Fabaceae","Peltogyne mattosiana","EN"
1502,"nao","Fabaceae","Peltogyne paradoxa","VU"
1503,"nao","Fabaceae","Platymiscium speciosum","EN"
1504,"nao","Fabaceae","Poecilanthe fluminensis","VU"
1505,"nao","Fabaceae","Poecilanthe itapuana","VU"
1506,"nao","Fabaceae","Pterocarpus monophyllus","EN"
1507,"nao","Fabaceae","Pterodon apparicioi","EN"
1508,"sim","Fabaceae","Sellocharis paradoxa","VU"
1509,"nao","Fabaceae","Senegalia cearensis","VU"
1510,"nao","Fabaceae","Senegalia mikanii","EN"
1511,"nao","Fabaceae","Senegalia ricoae","CR"
1512,"nao","Fabaceae","Senna formosa","VU"
1513,"nao","Fabaceae","Staminodianthus rosae","VU"
1514,"nao","Fabaceae","Swartzia alagoensis","EN"
1515,"nao","Fabaceae","Swartzia alternifoliolata","EN"
1516,"nao","Fabaceae","Swartzia arenophila","EN"
1517,"nao","Fabaceae","Swartzia bahiensis","VU"
1518,"nao","Fabaceae","Swartzia dipetala","VU"
1519,"nao","Fabaceae","Swartzia discocarpa","EN"
1520,"nao","Fabaceae","Swartzia euxylophora","EN"
1521,"sim","Fabaceae","Swartzia glazioviana","VU"
1522,"nao","Fabaceae","Swartzia hilaireana","VU"
1523,"nao","Fabaceae","Swartzia ingens","VU"
1524,"nao","Fabaceae","Swartzia krukovii","EN"
1525,"nao","Fabaceae","Swartzia lamellata","VU"
1526,"nao","Fabaceae","Swartzia lanata","EN"
1527,"sim","Fabaceae","Swartzia linharensis","EN"
1528,"nao","Fabaceae","Swartzia micrantha","EN"
1529,"nao","Fabaceae","Swartzia pinheiroana","EN"
1530,"nao","Fabaceae","Swartzia prolata","EN"
1531,"nao","Fabaceae","Swartzia revoluta","EN"
1532,"nao","Fabaceae","Swartzia riedelii","VU"
1533,"nao","Fabaceae","Swartzia rugosa","VU"
1534,"nao","Fabaceae","Swartzia submontana","CR"
1535,"nao","Fabaceae","Swartzia thomasii","EN"
1536,"nao","Fabaceae","Tabaroa caatingicola","VU"
1537,"nao","Fabaceae","Tachigali acrensis","CR"
1538,"sim","Fabaceae","Tachigali beaurepairei","EN"
1539,"nao","Fabaceae","Tachigali candelabrum","EN"
1540,"nao","Fabaceae","Tachigali denudata","EN"
1541,"nao","Fabaceae","Tachigali duckei","EN"
1542,"nao","Fabaceae","Tachigali prancei","EN"
1543,"nao","Fabaceae","Tachigali spathulipetala","EN"
1544,"nao","Fabaceae","Trischidium limae","EN"
1545,"sim","Fabaceae","Vicia pampicola","CR"
1546,"sim","Fabaceae","Vouacapoua americana","EN"
1547,"nao","Fabaceae","Zollernia cowanii","CR"
1548,"nao","Fabaceae","Zollernia glaziovii","EN"
1549,"sim","Fabaceae","Zollernia magnifica","EN"
1550,"sim","Gelsemiaceae","Mostuea muricata","VU"
1551,"nao","Gentianaceae","Aripuana cullmaniorum","EN"
1552,"nao","Gentianaceae","Macrocarpaea atlantica","CR"
1553,"nao","Gentianaceae","Macrocarpaea dolichophylla","CR"
1554,"nao","Gentianaceae","Prepusa alata","CR"
1555,"nao","Gentianaceae","Prepusa connata","CR"
1556,"sim","Gentianaceae","Prepusa hookeriana","EN"
1557,"sim","Gentianaceae","Prepusa viridiflora","EN"
1558,"sim","Gentianaceae","Senaea coerulea","EN"
1559,"sim","Gentianaceae","Senaea janeirensis","CR"
1560,"sim","Gentianaceae","Zygostigma australe","EN"
1561,"nao","Gesneriaceae","Besleria fluminensis","EN"
1562,"nao","Gesneriaceae","Besleria macahensis","EN"
1563,"nao","Gesneriaceae","Besleria melancholica","VU"
1564,"sim","Gesneriaceae","Codonanthe carnosa","VU"
1565,"sim","Gesneriaceae","Codonanthe venosa","VU"
1566,"sim","Gesneriaceae","Goyazia petraea","EN"
1567,"sim","Gesneriaceae","Nematanthus monanthos","EN"
1568,"nao","Gesneriaceae","Nematanthus pycnophyllus","EN"
1569,"nao","Gesneriaceae","Nematanthus serpens","EN"
1570,"sim","Gesneriaceae","Paliavana werdermannii","VU"
1571,"sim","Gesneriaceae","Sinningia aghensis","EN"
1572,"sim","Gesneriaceae","Sinningia araneosa","VU"
1573,"nao","Gesneriaceae","Sinningia bulbosa","EN"
1574,"sim","Gesneriaceae","Sinningia carangolensis","EN"
1575,"sim","Gesneriaceae","Sinningia cardinalis","EN"
1576,"sim","Gesneriaceae","Sinningia cochlearis","CR"
1577,"sim","Gesneriaceae","Sinningia defoliata","VU"
1578,"nao","Gesneriaceae","Sinningia gesneriifolia","CR"
1579,"sim","Gesneriaceae","Sinningia glazioviana","CR"
1580,"sim","Gesneriaceae","Sinningia guttata","EN"
1581,"sim","Gesneriaceae","Sinningia harleyi","EN"
1582,"sim","Gesneriaceae","Sinningia hatschbachii","EN"
1583,"nao","Gesneriaceae","Sinningia helleri","CR"
1584,"sim","Gesneriaceae","Sinningia hirsuta","EN"
1585,"sim","Gesneriaceae","Sinningia iarae","EN"
1586,"sim","Gesneriaceae","Sinningia insularis","EN"
1587,"sim","Gesneriaceae","Sinningia kautskyi","VU"
1588,"nao","Gesneriaceae","Sinningia lateritia","EN"
1589,"sim","Gesneriaceae","Sinningia lindleyi","EN"
1590,"sim","Gesneriaceae","Sinningia lineata","EN"
1591,"sim","Gesneriaceae","Sinningia micans","EN"
1592,"nao","Gesneriaceae","Sinningia muscicola","CR"
1593,"sim","Gesneriaceae","Sinningia piresiana","EN"
1594,"nao","Gesneriaceae","Sinningia pusilla","EN"
1595,"sim","Gesneriaceae","Sinningia rupicola","EN"
1596,"sim","Gesneriaceae","Sinningia striata","VU"
1597,"sim","Gesneriaceae","Sinningia tuberosa","VU"
1598,"sim","Gesneriaceae","Sinningia valsuganensis","EN"
1599,"nao","Gesneriaceae","Sinningia velutina","VU"
1600,"sim","Gesneriaceae","Sinningia villosa","EN"
1601,"sim","Gesneriaceae","Sphaerorrhiza burchellii","EN"
1602,"nao","Gesneriaceae","Vanhouttea fruticulosa","EN"
1603,"nao","Gesneriaceae","Vanhouttea gardneri","EN"
1604,"sim","Gesneriaceae","Vanhouttea lanata","EN"
1605,"sim","Gesneriaceae","Vanhouttea leonii","EN"
1606,"sim","Gesneriaceae","Vanhouttea pendula","EN"
1607,"sim","Gunneraceae","Gunnera herteri","EN"
1608,"sim","Hedwigiaceae","Braunia plicata","VU"
1609,"nao","Humiriaceae","Humiriastrum mussunungense","VU"
1610,"sim","Humiriaceae","Humiriastrum spiritu-sancti","EN"
1611,"nao","Humiriaceae","Hylocarpa heterocarpa","VU"
1612,"sim","Hypericaceae","Hypericum mutilum","VU"
1613,"nao","Hypericaceae","Vismia parviflora","EN"
1614,"nao","Iridaceae","Neomarica itatiaica","CR"
1615,"nao","Iridaceae","Neomarica northiana","EN"
1616,"sim","Iridaceae","Pseudotrimezia brevistamina","CR"
1617,"sim","Iridaceae","Pseudotrimezia concava","CR"
1618,"sim","Iridaceae","Pseudotrimezia elegans","CR"
1619,"sim","Iridaceae","Pseudotrimezia fistulosa","EN"
1620,"sim","Iridaceae","Pseudotrimezia plicatifolia","EN"
1621,"sim","Iridaceae","Pseudotrimezia subtilis","CR"
1622,"sim","Iridaceae","Pseudotrimezia synandra","EN"
1623,"sim","Iridaceae","Pseudotrimezia tenuissima","EN"
1624,"sim","Iridaceae","Trimezia exillima","EN"
1625,"sim","Isoetaceae","Isoetes bradei","EN"
1626,"sim","Isoetaceae","Isoetes luetzelburgii","EN"
1627,"nao","Isoetaceae","Isoetes ulei","CR"
1628,"sim","Jungermanniaceae","Jungermannia decolor","EN"
1629,"nao","Lamiaceae","Cunila incana","EN"
1630,"sim","Lamiaceae","Cyanocephalus apertiflorus","VU"
1631,"sim","Lamiaceae","Cyanocephalus caprariifolius","EN"
1632,"sim","Lamiaceae","Cyanocephalus delicatulus","EN"
1633,"sim","Lamiaceae","Cyanocephalus digitatus","EN"
1634,"sim","Lamiaceae","Cyanocephalus tagetifolius","EN"
1635,"sim","Lamiaceae","Cyanocephalus viaticus","EN"
1636,"sim","Lamiaceae","Eriope anamariae","EN"
1637,"sim","Lamiaceae","Eriope blanchetii","VU"
1638,"sim","Lamiaceae","Eriope cristalinae","CR"
1639,"sim","Lamiaceae","Eriope luetzelburgii","VU"
1640,"sim","Lamiaceae","Eriope machrisae","EN"
1641,"sim","Lamiaceae","Eriope obovata var. gracilis","EN"
1642,"sim","Lamiaceae","Hesperozygis ringens","VU"
1643,"sim","Lamiaceae","Hypenia aristulata","CR"
1644,"sim","Lamiaceae","Hypenia crispata","EN"
1645,"sim","Lamiaceae","Hypenia micrantha","EN"
1646,"sim","Lamiaceae","Hypenia subrosea","EN"
1647,"sim","Lamiaceae","Hyptidendron claussenii","EN"
1648,"sim","Lamiaceae","Hyptidendron conspersum","EN"
1649,"nao","Lamiaceae","Hyptidendron leucophyllum","VU"
1650,"nao","Lamiaceae","Hyptidendron roseum","CR"
1651,"sim","Lamiaceae","Hyptis alpestris","EN"
1652,"sim","Lamiaceae","Hyptis angustifolia","EN"
1653,"sim","Lamiaceae","Hyptis arenaria","VU"
1654,"sim","Lamiaceae","Hyptis bahiensis","EN"
1655,"sim","Lamiaceae","Hyptis colligata","EN"
1656,"sim","Lamiaceae","Hyptis cruciformis","EN"
1657,"sim","Lamiaceae","Hyptis frondosa","VU"
1658,"sim","Lamiaceae","Hyptis hamatidens","VU"
1659,"sim","Lamiaceae","Hyptis imbricatiformis","EN"
1660,"sim","Lamiaceae","Hyptis penaeoides","EN"
1661,"sim","Lamiaceae","Hyptis rhypidiophylla","EN"
1662,"sim","Lamiaceae","Leptohyptis pinheiroi","EN"
1663,"sim","Lamiaceae","Martianthus sancti-gabrielii","EN"
1664,"sim","Lamiaceae","Medusantha carvalhoi","VU"
1665,"sim","Lamiaceae","Oocephalus piranii","EN"
1666,"nao","Lamiaceae","Salvia benthamiana","EN"
1667,"nao","Lamiaceae","Salvia longibracteolata","CR"
1668,"nao","Lamiaceae","Salvia rivularis","VU"
1669,"nao","Lamiaceae","Vitex hypoleuca","EN"
1670,"nao","Lamiaceae","Vitex martii","VU"
1671,"nao","Lamiaceae","Vitex snethlagiana","CR"
1672,"nao","Lamiaceae","Vitex vauthieri","EN"
1673,"sim","Lauraceae","Aiouea bracteata","EN"
1674,"sim","Lauraceae","Aniba ferrea","EN"
1675,"sim","Lauraceae","Aniba rosiodora","EN"
1676,"sim","Lauraceae","Aniba santalodora","EN"
1677,"nao","Lauraceae","Beilschmiedia angustifolia","EN"
